ActivityStartDate,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultDepthHeightMeasure/MeasureUnitCode,MonitoringLocationIdentifier,_name,_dist_km,ResultDetectionConditionText,ResultStatusIdentifier,ResultCommentText,source
2019-03-19,Phosphorus,0.1764,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-1d
2019-03-19,Phosphorus,0.2689,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-1d
2019-03-22,Phosphorus,0.2718,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter2d
2019-03-18,Phosphorus,0.2645,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-2d
2019-04-14,Nitrogen,0.2544,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-04-18,Nitrogen,0.251,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter2d
2019-04-17,Nitrogen,0.2619,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter1d
2019-04-15,Turbidity,23.963,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-1d
2019-04-19,Turbidity,22.8901,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter3d
2019-04-15,Turbidity,24.4362,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-1d
2019-04-15,Phosphorus,0.2341,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-1d
2019-04-17,Phosphorus,0.2385,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter1d
2019-04-19,Phosphorus,0.2324,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter3d
2019-04-17,Phosphorus,0.1387,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter1d
2019-04-19,Phosphorus,0.1439,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter3d
2019-04-13,Phosphorus,0.1474,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-3d
2019-04-22,Phosphorus,0.2068,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-04-27,Phosphorus,0.223,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter3d
2019-04-21,Phosphorus,0.205,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-3d
2019-04-25,Phosphorus,0.1179,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter1d
2019-04-21,Phosphorus,0.1068,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-3d
2019-04-25,Phosphorus,0.1068,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter1d
2019-04-21,Nitrogen,0.2699,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-3d
2019-04-23,Nitrogen,0.2637,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-1d
2019-04-27,Nitrogen,0.2699,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter3d
2019-04-25,Turbidity,55.6132,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter1d
2019-04-22,Turbidity,55.3411,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-2d
2019-04-26,Turbidity,55.9428,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter2d
2019-05-23,Turbidity,16.7067,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter3d
2019-05-17,Turbidity,17.3266,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-3d
2019-05-21,Turbidity,16.524,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter1d
2019-05-17,Phosphorus,,,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,Not Detected,Accepted,,augmented_copy1_jitter-3d
2019-05-23,Phosphorus,,,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,Not Detected,Accepted,,augmented_copy2_jitter3d
2019-05-18,Phosphorus,,,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,Not Detected,Accepted,,augmented_copy3_jitter-2d
2019-05-21,Phosphorus,0.0926,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter1d
2019-05-18,Phosphorus,0.0917,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-2d
2019-05-23,Phosphorus,0.0867,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter3d
2019-05-18,Nitrogen,0.3017,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-05-17,Nitrogen,0.3082,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-3d
2019-05-23,Nitrogen,0.3062,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter3d
2019-05-26,Phosphorus,0.1087,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-3d
2019-05-28,Phosphorus,0.1077,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-1d
2019-05-30,Phosphorus,0.1033,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter1d
2019-05-28,Nitrogen,0.1659,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-1d
2019-05-26,Nitrogen,0.1657,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-3d
2019-05-26,Nitrogen,0.1632,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-3d
2019-05-27,Phosphorus,0.028,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-05-30,Phosphorus,0.0328,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter1d
2019-05-31,Phosphorus,0.0265,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter2d
2019-05-26,Turbidity,11.4288,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-3d
2019-05-30,Turbidity,11.969,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter1d
2019-06-01,Turbidity,12.2061,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter3d
2019-06-20,Phosphorus,0.1217,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter2d
2019-06-20,Phosphorus,0.1187,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter2d
2019-06-19,Phosphorus,0.1247,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter1d
2019-06-20,Phosphorus,0.0698,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter2d
2019-06-16,Phosphorus,0.07,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-2d
2019-06-17,Phosphorus,0.0789,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-1d
2019-06-16,Chlorophyll a,20.4036,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-06-20,Chlorophyll a,20.0923,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter2d
2019-06-16,Chlorophyll a,20.4079,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-2d
2019-06-15,Turbidity,20.9886,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,The holding time for the processing of this sample has been exceeded,augmented_copy1_jitter-3d
2019-06-17,Turbidity,21.5661,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,The holding time for the processing of this sample has been exceeded,augmented_copy2_jitter-1d
2019-06-21,Turbidity,22.8915,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,The holding time for the processing of this sample has been exceeded,augmented_copy3_jitter3d
2019-06-16,Nitrogen,0.1867,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-06-15,Nitrogen,0.195,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-3d
2019-06-20,Nitrogen,0.1841,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter2d
2019-06-28,Phosphorus,0.1567,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter3d
2019-06-28,Phosphorus,0.1638,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter3d
2019-06-26,Phosphorus,0.1613,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter1d
2019-06-28,Phosphorus,0.0957,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter3d
2019-06-24,Phosphorus,0.0831,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-1d
2019-06-27,Phosphorus,0.0948,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter2d
2019-06-27,Chlorophyll a,13.0388,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter2d
2019-06-27,Chlorophyll a,12.8523,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter2d
2019-06-26,Chlorophyll a,13.6601,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter1d
2019-06-27,Turbidity,34.3115,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,The holding time for the processing of this sample has been exceeded,augmented_copy1_jitter2d
2019-06-22,Turbidity,34.0241,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,The holding time for the processing of this sample has been exceeded,augmented_copy2_jitter-3d
2019-06-22,Turbidity,33.7921,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,The holding time for the processing of this sample has been exceeded,augmented_copy3_jitter-3d
2019-06-23,Nitrogen,0.2622,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-06-26,Nitrogen,0.2584,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter1d
2019-06-23,Nitrogen,0.2637,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-2d
2019-07-15,Phosphorus,0.197,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-07-18,Phosphorus,0.1825,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter1d
2019-07-15,Phosphorus,0.1812,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-2d
2019-07-16,Chlorophyll a,16.0397,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-1d
2019-07-19,Chlorophyll a,16.2922,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter2d
2019-07-15,Chlorophyll a,15.7477,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-2d
2019-07-15,Turbidity,30.0057,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-07-18,Turbidity,30.055,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter1d
2019-07-19,Turbidity,31.6266,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter2d
2019-07-20,Nitrogen,0.363,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter3d
2019-07-15,Nitrogen,0.3549,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-2d
2019-07-20,Nitrogen,0.3533,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter3d
2019-07-16,Phosphorus,0.1127,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-1d
2019-07-20,Phosphorus,0.1122,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter3d
2019-07-16,Phosphorus,0.1215,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-1d
2019-07-27,Turbidity,34.5067,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter3d
2019-07-23,Turbidity,35.7582,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-1d
2019-07-21,Turbidity,35.3705,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-3d
2019-07-23,Phosphorus,0.2104,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-1d
2019-07-25,Phosphorus,0.2143,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter1d
2019-07-21,Phosphorus,0.2287,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-3d
2019-07-26,Phosphorus,0.1264,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter2d
2019-07-25,Phosphorus,0.132,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter1d
2019-07-21,Phosphorus,0.1299,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-3d
2019-07-26,Nitrogen,0.2368,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter2d
2019-07-27,Nitrogen,0.2464,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter3d
2019-07-21,Nitrogen,0.2323,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-3d
2019-07-26,Chlorophyll a,12.5701,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter2d
2019-07-26,Chlorophyll a,12.5944,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter2d
2019-07-26,Chlorophyll a,13.0808,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter2d
2019-08-09,Nitrogen,0.3204,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter3d
2019-08-05,Nitrogen,0.3284,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-1d
2019-08-04,Nitrogen,0.3273,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-2d
2019-08-08,Phosphorus,0.0685,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter2d
2019-08-09,Phosphorus,0.0693,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter3d
2019-08-07,Phosphorus,0.0705,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter1d
2019-08-07,Chlorophyll a,5.5548,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter1d
2019-08-07,Chlorophyll a,5.8035,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter1d
2019-08-08,Chlorophyll a,6.0441,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter2d
2019-08-09,Turbidity,23.0901,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter3d
2019-08-04,Turbidity,22.8887,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-2d
2019-08-05,Turbidity,23.3915,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-1d
2019-08-09,Phosphorus,0.1666,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter3d
2019-08-09,Phosphorus,0.1591,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter3d
2019-08-03,Phosphorus,0.1636,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-3d
2019-10-21,Nitrogen,0.1737,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter-2d
2019-10-26,Nitrogen,0.198,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter3d
2019-10-21,Nitrogen,0.1825,mg/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-2d
2019-10-25,Chlorophyll a,10.3661,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter2d
2019-10-22,Chlorophyll a,10.1527,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-1d
2019-10-22,Chlorophyll a,10.693,ug/l,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-1d
2019-10-24,Turbidity,16.4441,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter1d
2019-10-20,Turbidity,17.3702,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy2_jitter-3d
2019-10-22,Turbidity,17.4771,NTRU,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy3_jitter-1d
2019-10-25,Phosphorus,0.0551,mg/l as P,,USGS-05331580,"MISSISSIPPI RIVER BELOW L&D 2 AT HASTINGS, MN",1.0372831686368795,,Accepted,,augmented_copy1_jitter2d
