ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ActivityConductingOrganizationText,ActivityCommentText,SampleAquifer,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,ResultCommentText,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate
nwismn.01.01900063,Sample-Routine,Water,Surface Water,2019-03-20,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56665A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.26,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-03-26,,0.02,mg/l as P,
nwismn.01.01900063,Sample-Routine,Water,Surface Water,2019-03-20,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56665A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.19,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-03-25,,0.02,mg/l as P,
nwismn.01.01900063,Sample-Routine,Water,Surface Water,2019-03-20,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56665A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.273,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-04-16,,0.03,mg/l,
nwismn.01.01900063,Sample-Routine,Water,Surface Water,2019-03-20,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56665A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,33.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-03-22,,2.0,NTRU,
nwismn.01.01900249,Sample-Routine,Water,Surface Water,2019-06-18,11:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57170A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.12,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-06-24,,0.02,mg/l as P,
nwismn.01.01900249,Sample-Routine,Water,Surface Water,2019-06-18,11:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57170A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.07,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-06-20,,0.02,mg/l as P,
nwismn.01.01900249,Sample-Routine,Water,Surface Water,2019-06-18,11:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57170A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.193,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-07-19,,0.03,mg/l,
nwismn.01.01900249,Sample-Routine,Water,Surface Water,2019-06-18,11:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57170A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Turbidity,Total,22.0,NTRU,,Accepted,Actual,,,,,The holding time for the processing of this sample has been exceeded,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-07-17,holding time exceededsee result laboratory comment,2.0,NTRU,
nwismn.01.01900249,Sample-Routine,Water,Surface Water,2019-06-18,11:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57170A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Chlorophyll a,,20.2,ug/l,,Accepted,Actual,,,,,,,,,,00050,USGS,"Plant pigments, sonication & 445",2019-07-09,,0.1,ug/l,2019-07-09
nwismn.01.01900292,Quality Control Sample-Field Replicate,Water,Surface Water,2019-07-24,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57485A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Phosphorus,Total,0.22,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-08-07,,0.02,mg/l as P,
nwismn.01.01900292,Quality Control Sample-Field Replicate,Water,Surface Water,2019-07-24,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57485A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Phosphorus,Dissolved,0.13,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-08-08,,0.02,mg/l as P,
nwismn.01.01900292,Quality Control Sample-Field Replicate,Water,Surface Water,2019-07-24,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57485A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Nitrogen,Suspended,0.243,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-08-27,,0.03,mg/l,
nwismn.01.01900292,Quality Control Sample-Field Replicate,Water,Surface Water,2019-07-24,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57485A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Turbidity,Total,36.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-07-29,,2.0,NTRU,
nwismn.01.01900292,Quality Control Sample-Field Replicate,Water,Surface Water,2019-07-24,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57485A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Chlorophyll a,,12.6,ug/l,,Accepted,Actual,,,,,,,,,,00050,USGS,"Plant pigments, sonication & 445",2019-08-07,,0.1,ug/l,2019-08-07
nwismn.01.01900066,Sample-Routine,Water,Surface Water,2019-04-16,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56666A,,20,USGS parameter code 82398,Equal discharge increment (edi),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.24,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-05-02,,0.02,mg/l as P,
nwismn.01.01900066,Sample-Routine,Water,Surface Water,2019-04-16,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56666A,,20,USGS parameter code 82398,Equal discharge increment (edi),US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.14,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-04-30,,0.02,mg/l as P,
nwismn.01.01900066,Sample-Routine,Water,Surface Water,2019-04-16,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56666A,,20,USGS parameter code 82398,Equal discharge increment (edi),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.26,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-05-15,,0.03,mg/l,
nwismn.01.01900066,Sample-Routine,Water,Surface Water,2019-04-16,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56666A,,20,USGS parameter code 82398,Equal discharge increment (edi),US WBH-96 weighted-bottle sampler,,Turbidity,Total,24.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-04-22,,2.0,NTRU,
nwismn.01.02000128,Sample-Routine,Water,Surface Water,2019-11-25,11:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00395A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Total,0.05,mg/l as P,,Accepted,Actual,,,,,The holding time for the processing of this sample has been exceeded,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-01-07,holding time exceededsee result laboratory comment,0.02,mg/l as P,
nwismn.01.02000128,Sample-Routine,Water,Surface Water,2019-11-25,11:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00395A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-12-16,,0.02,mg/l as P,
nwismn.01.02000128,Sample-Routine,Water,Surface Water,2019-11-25,11:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00395A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Nitrogen,Suspended,0.119,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-01-08,,0.03,mg/l,
nwismn.01.02000128,Sample-Routine,Water,Surface Water,2019-11-25,11:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00395A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Turbidity,Total,8.4,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-12-03,value extrapolated at low end,2.0,NTRU,
nwismn.01.01900210,Quality Control Sample-Field Replicate,Water,Surface Water,2019-05-20,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57165A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.09,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-06-03,,0.02,mg/l as P,
nwismn.01.01900210,Quality Control Sample-Field Replicate,Water,Surface Water,2019-05-20,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57165A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-05-31,,0.02,mg/l as P,
nwismn.01.01900210,Quality Control Sample-Field Replicate,Water,Surface Water,2019-05-20,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57165A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.312,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-06-20,,0.03,mg/l,
nwismn.01.01900210,Quality Control Sample-Field Replicate,Water,Surface Water,2019-05-20,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57165A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Turbidity,Total,17.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-05-24,value extrapolated at low end,2.0,NTRU,
nwismn.01.02000078,Sample-Routine,Water,Surface Water,2019-10-23,10:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,MM-58629A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Total,0.09,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-11-04,,0.02,mg/l as P,
nwismn.01.02000078,Sample-Routine,Water,Surface Water,2019-10-23,10:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,MM-58629A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Dissolved,0.05,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-11-05,,0.02,mg/l as P,
nwismn.01.02000078,Sample-Routine,Water,Surface Water,2019-10-23,10:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,MM-58629A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Nitrogen,Suspended,0.19,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-12-03,,0.03,mg/l,
nwismn.01.02000078,Sample-Routine,Water,Surface Water,2019-10-23,10:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,MM-58629A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Turbidity,Total,17.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-10-25,value extrapolated at low end,2.0,NTRU,
nwismn.01.02000078,Sample-Routine,Water,Surface Water,2019-10-23,10:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,MM-58629A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Chlorophyll a,,10.3,ug/l,,Accepted,Actual,,,,,,,,,,00050,USGS,"Plant pigments, sonication & 445",2019-11-07,,0.1,ug/l,2019-11-07
nwismn.01.01900048,Sample-Routine,Water,Surface Water,2019-02-01,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-55827G,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.04,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-02-11,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.01900048,Sample-Routine,Water,Surface Water,2019-02-01,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-55827G,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.04,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-02-14,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.01900048,Sample-Routine,Water,Surface Water,2019-02-01,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-55827G,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.047,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-02-28,below the reporting level but at or above the detection level,0.03,mg/l,
nwismn.01.01900048,Sample-Routine,Water,Surface Water,2019-02-01,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-55827G,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,3.7,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-02-08,value extrapolated at low end,2.0,NTRU,
nwismn.01.01900205,Sample-Routine,Water,Surface Water,2019-04-24,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56663A,,20,USGS parameter code 82398,Equal discharge increment (edi),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.21,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-05-07,,0.02,mg/l as P,
nwismn.01.01900205,Sample-Routine,Water,Surface Water,2019-04-24,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56663A,,20,USGS parameter code 82398,Equal discharge increment (edi),US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.11,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-05-08,,0.02,mg/l as P,
nwismn.01.01900205,Sample-Routine,Water,Surface Water,2019-04-24,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56663A,,20,USGS parameter code 82398,Equal discharge increment (edi),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.268,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-05-21,,0.03,mg/l,
nwismn.01.01900205,Sample-Routine,Water,Surface Water,2019-04-24,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56663A,,20,USGS parameter code 82398,Equal discharge increment (edi),US WBH-96 weighted-bottle sampler,,Turbidity,Total,56.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-04-26,,2.0,NTRU,
nwismn.01.01900229,Quality Control Sample-Field Replicate,Water,Surface Water,2019-05-29,09:40:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57166A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.1,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-06-04,,0.02,mg/l as P,
nwismn.01.01900229,Quality Control Sample-Field Replicate,Water,Surface Water,2019-05-29,09:40:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57166A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.159,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-06-27,,0.03,mg/l,
nwismn.01.01900229,Quality Control Sample-Field Replicate,Water,Surface Water,2019-05-29,09:40:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57166A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.03,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-06-05,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.01900229,Quality Control Sample-Field Replicate,Water,Surface Water,2019-05-29,09:40:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57166A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Turbidity,Total,12.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-06-03,value extrapolated at low end,2.0,NTRU,
nwismn.01.01900252,Sample-Routine,Water,Surface Water,2019-06-25,11:40:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57219A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.16,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-07-01,,0.02,mg/l as P,
nwismn.01.01900252,Sample-Routine,Water,Surface Water,2019-06-25,11:40:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57219A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.09,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-07-01,,0.02,mg/l as P,
nwismn.01.01900252,Sample-Routine,Water,Surface Water,2019-06-25,11:40:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57219A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.265,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-07-25,,0.03,mg/l,
nwismn.01.01900252,Sample-Routine,Water,Surface Water,2019-06-25,11:40:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57219A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Turbidity,Total,34.0,NTRU,,Accepted,Actual,,,,,The holding time for the processing of this sample has been exceeded,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-07-16,holding time exceededsee result laboratory comment,2.0,NTRU,
nwismn.01.01900252,Sample-Routine,Water,Surface Water,2019-06-25,11:40:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57219A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Chlorophyll a,,13.2,ug/l,,Accepted,Actual,,,,,,,,,,00050,USGS,"Plant pigments, sonication & 445",2019-07-16,,0.1,ug/l,2019-07-16
nwismn.01.01900055,Sample-Routine,Water,Surface Water,2019-02-11,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56662A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.06,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-02-22,,0.02,mg/l as P,
nwismn.01.01900055,Sample-Routine,Water,Surface Water,2019-02-11,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56662A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.04,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-02-25,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.01900055,Sample-Routine,Water,Surface Water,2019-02-11,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56662A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,Not Detected,Nitrogen,Suspended,,,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-03-15,,0.03,mg/l,
nwismn.01.01900055,Sample-Routine,Water,Surface Water,2019-02-11,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-56662A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,3.2,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-02-15,value extrapolated at low end,2.0,NTRU,
nwismn.01.02000136,Sample-Routine,Water,Surface Water,2019-12-05,11:00:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00397A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Total,0.04,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-12-11,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02000136,Sample-Routine,Water,Surface Water,2019-12-05,11:00:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00397A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-12-13,,0.02,mg/l as P,
nwismn.01.02000136,Sample-Routine,Water,Surface Water,2019-12-05,11:00:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00397A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Nitrogen,Suspended,0.09,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-01-21,,0.03,mg/l,
nwismn.01.02000136,Sample-Routine,Water,Surface Water,2019-12-05,11:00:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00397A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Turbidity,Total,5.5,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-12-12,value extrapolated at low end,2.0,NTRU,
nwismn.01.01900266,Sample-Routine,Water,Surface Water,2019-07-17,12:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57389A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Phosphorus,Total,0.19,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-07-25,,0.02,mg/l as P,
nwismn.01.01900266,Sample-Routine,Water,Surface Water,2019-07-17,12:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57389A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Phosphorus,Dissolved,0.11,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-07-25,,0.02,mg/l as P,
nwismn.01.01900266,Sample-Routine,Water,Surface Water,2019-07-17,12:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57389A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Nitrogen,Suspended,0.356,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-08-21,,0.03,mg/l,
nwismn.01.01900266,Sample-Routine,Water,Surface Water,2019-07-17,12:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57389A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Turbidity,Total,31.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-07-26,,2.0,NTRU,
nwismn.01.01900266,Sample-Routine,Water,Surface Water,2019-07-17,12:20:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57389A,,20,USGS parameter code 82398,Equal discharge increment (edi),US D-96 bag sampler,,Chlorophyll a,,16.0,ug/l,,Accepted,Actual,,,,,,,,,,00050,USGS,"Plant pigments, sonication & 445",2019-08-01,,0.1,ug/l,2019-08-01
